Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Experience_Band,Income_Band,Job_Sector,Labour_Group
Financial Analyst,140951,11,High School,0.38,1.37,0.45,Medium,0.95,0.95,0.14,0.18,0.86,0.39,0.0,0.27,0.6,0.8,Senior,High,Finance & Professional Services,Private_Professional
Retail Worker,145131,22,Master's,0.11,1.42,0.89,High,0.59,0.77,0.43,0.76,0.37,0.24,0.73,0.42,0.98,0.35,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Nurse,51529,7,Bachelor's,0.93,0.74,0.25,Low,0.43,0.92,0.45,0.74,0.47,0.23,0.2,0.43,0.76,0.61,Mid-Level,Middle,Health & Social Care,Public_Sector
Retail Worker,30594,25,Master's,0.28,0.98,0.71,High,0.82,0.99,0.41,0.01,0.17,0.65,0.61,0.79,0.25,0.76,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Retail Worker,142770,22,Master's,0.32,1.05,0.74,High,0.45,0.88,0.42,0.84,0.59,0.19,0.58,0.51,0.4,0.12,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Marketing Manager,122995,5,High School,0.07,0.6,0.47,Medium,0.31,0.93,0.38,0.76,0.53,0.7,0.26,0.94,0.53,0.83,Mid-Level,High,Marketing & Professional Services,Private_Professional
Research Scientist,137126,7,Master's,0.1,1.17,0.05,Low,0.48,0.19,0.63,0.98,0.46,0.82,0.51,0.5,0.93,0.89,Mid-Level,High,Research & Development,Digital_Creative
Customer Support,44372,26,Bachelor's,0.12,0.8,0.94,High,0.63,0.55,0.71,0.42,0.76,0.39,0.83,0.27,0.28,0.52,Expert/Late,Middle,Customer Service,Manual_Trade_Service
Nurse,53795,7,Master's,0.65,0.86,0.11,Low,0.47,0.56,0.14,0.56,0.32,0.39,0.28,0.93,0.68,0.26,Mid-Level,Middle,Health & Social Care,Public_Sector
Security Guard,80697,15,Bachelor's,0.85,0.9,0.91,High,0.15,0.82,0.54,0.22,0.41,0.99,0.78,0.58,0.12,0.42,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Graphic Designer,118078,13,PhD,0.07,1.04,0.66,Medium,0.68,0.25,0.57,0.94,0.72,0.69,0.97,0.8,0.14,0.35,Senior,High,Creative Industries,Digital_Creative
Nurse,125773,28,Master's,0.49,0.61,0.16,Low,0.7,1.0,0.32,0.51,0.88,0.36,0.11,0.95,0.49,0.5,Expert/Late,High,Health & Social Care,Public_Sector
Data Scientist,93766,10,PhD,0.0,1.43,0.44,Medium,0.4,0.17,0.38,0.8,0.8,0.94,0.4,0.71,0.51,0.8,Senior,Middle,Digital & Technology,Digital_Creative
Truck Driver,105569,0,Bachelor's,0.37,0.84,0.76,High,0.58,0.96,0.2,0.1,0.12,0.78,0.35,0.22,0.35,0.65,Entry/Junior,High,Transport & Logistics,Manual_Trade_Service
Teacher,45782,19,Bachelor's,0.74,0.84,0.16,Low,0.1,0.07,0.46,0.3,0.61,0.04,0.12,0.87,0.57,0.71,Senior,Middle,Education,Public_Sector
Construction Worker,127288,12,High School,0.46,1.26,0.83,High,0.22,0.34,0.49,0.32,0.34,0.34,0.12,0.08,0.05,0.11,Senior,High,Construction,Manual_Trade_Service
Security Guard,107865,2,Master's,0.59,0.69,0.92,High,0.81,0.52,0.72,0.37,0.04,0.9,0.13,0.95,0.57,0.31,Early Career,High,Security & Protective Services,Manual_Trade_Service
AI Engineer,75986,27,PhD,0.5,0.52,0.14,Low,0.74,0.51,0.24,0.34,0.86,0.53,0.53,0.96,0.32,0.48,Expert/Late,Middle,Digital & Technology,Digital_Creative
HR Specialist,60276,19,Master's,0.76,0.77,0.36,Medium,0.7,0.26,0.92,0.13,0.32,0.05,0.7,0.89,0.64,0.94,Senior,Middle,Business & Professional Services,Private_Professional
Financial Analyst,137294,2,High School,0.09,1.34,0.64,Medium,0.83,0.8,0.36,0.22,0.93,0.31,0.4,0.7,0.29,0.82,Early Career,High,Finance & Professional Services,Private_Professional
Graphic Designer,147272,3,PhD,0.79,1.1,0.53,Medium,0.46,0.28,0.46,0.45,0.58,0.28,0.08,0.15,0.7,0.02,Early Career,High,Creative Industries,Digital_Creative
Mechanic,45819,24,PhD,0.62,0.98,0.46,Medium,0.99,0.82,0.43,0.73,0.27,0.1,0.35,0.4,0.02,0.81,Expert/Late,Middle,Transport & Automotive Services,Manual_Trade_Service
AI Engineer,36473,18,Bachelor's,0.58,0.57,0.09,Low,0.89,0.61,0.95,1.0,0.37,0.3,0.86,1.0,0.63,0.8,Senior,Middle,Digital & Technology,Digital_Creative
Retail Worker,62556,27,Master's,0.36,1.07,0.91,High,0.69,0.02,0.34,0.14,0.23,0.91,0.04,0.22,0.31,0.62,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Research Scientist,88209,7,Bachelor's,0.22,0.66,0.11,Low,0.5,0.27,0.95,0.46,0.06,0.73,0.33,0.65,0.28,0.57,Mid-Level,Middle,Research & Development,Digital_Creative
Lawyer,147067,23,PhD,0.93,0.76,0.43,Medium,0.46,0.93,0.9,0.09,0.13,0.5,0.11,0.35,0.15,0.64,Expert/Late,High,Legal Services,Private_Professional
Lawyer,38699,3,High School,1.0,0.88,0.54,Medium,0.86,0.12,0.69,0.41,0.21,0.4,0.08,0.7,0.25,0.31,Early Career,Middle,Legal Services,Private_Professional
Data Scientist,107593,25,Master's,0.86,0.99,0.53,Medium,0.57,0.41,0.19,0.75,0.13,0.1,0.71,0.21,0.31,0.48,Expert/Late,High,Digital & Technology,Digital_Creative
Security Guard,75076,18,PhD,0.71,1.12,0.86,High,0.71,0.29,0.32,0.44,0.31,0.98,0.81,0.16,0.01,0.04,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Software Engineer,91743,6,Bachelor's,0.11,1.03,0.64,Medium,0.74,0.22,0.4,0.51,0.81,0.84,0.91,0.51,0.69,0.11,Mid-Level,Middle,Digital & Technology,Digital_Creative
Graphic Designer,80924,10,PhD,0.25,0.93,0.55,Medium,0.26,0.05,0.01,0.02,0.01,0.11,0.24,0.22,0.99,0.31,Senior,Middle,Creative Industries,Digital_Creative
Research Scientist,72500,19,PhD,0.55,1.36,0.22,Low,0.3,0.56,0.71,0.73,0.67,0.87,0.87,0.58,0.43,0.64,Senior,Middle,Research & Development,Digital_Creative
Data Scientist,52380,16,PhD,0.01,1.49,0.37,Medium,0.47,0.87,0.23,0.48,0.13,0.4,0.18,0.36,0.37,0.99,Senior,Middle,Digital & Technology,Digital_Creative
Graphic Designer,34355,5,Bachelor's,0.11,1.23,0.32,Medium,0.03,0.11,0.97,0.94,0.19,0.16,0.24,0.52,0.57,0.22,Mid-Level,Middle,Creative Industries,Digital_Creative
UX Researcher,32035,15,Master's,0.31,1.42,0.56,Medium,0.44,0.79,0.82,0.29,0.34,0.94,0.16,0.04,0.45,0.8,Senior,Middle,Digital & Creative Industries,Digital_Creative
HR Specialist,32665,17,PhD,0.92,1.03,0.34,Medium,0.59,0.78,0.09,0.17,0.01,0.59,0.89,0.67,0.98,0.06,Senior,Middle,Business & Professional Services,Private_Professional
Financial Analyst,100739,14,Bachelor's,0.81,0.81,0.69,Medium,0.29,0.89,0.88,0.76,0.56,0.12,0.53,0.36,0.79,0.76,Senior,High,Finance & Professional Services,Private_Professional
Doctor,128560,24,Master's,0.71,0.98,0.2,Low,0.99,0.6,0.79,0.73,0.7,0.72,0.45,0.47,0.47,0.03,Expert/Late,High,Health & Social Care,Public_Sector
Data Scientist,59974,11,Master's,0.15,1.39,0.41,Medium,0.14,0.12,0.7,0.01,0.47,0.12,0.85,0.96,0.96,0.44,Senior,Middle,Digital & Technology,Digital_Creative
Teacher,90521,1,High School,0.6,0.85,0.16,Low,0.06,0.8,0.24,0.46,0.48,0.56,0.82,0.69,0.66,0.53,Entry/Junior,Middle,Education,Public_Sector
Software Engineer,66476,11,Master's,0.4,1.46,0.7,Medium,0.73,0.23,0.1,0.41,0.86,0.72,0.88,0.62,0.13,0.11,Senior,Middle,Digital & Technology,Digital_Creative
Software Engineer,82271,11,PhD,0.24,1.23,0.57,Medium,0.32,0.18,0.1,0.74,0.45,0.32,0.86,0.59,0.52,0.74,Senior,Middle,Digital & Technology,Digital_Creative
Chef,33743,23,Master's,0.69,0.94,0.45,Medium,0.77,0.52,0.7,0.89,0.92,0.28,0.19,0.26,0.75,0.37,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Marketing Manager,111256,7,PhD,0.1,0.83,0.35,Medium,0.16,0.68,0.02,0.12,0.84,0.84,0.33,0.09,0.7,0.36,Mid-Level,High,Marketing & Professional Services,Private_Professional
Software Engineer,132859,26,Master's,0.16,0.64,0.54,Medium,0.9,0.79,0.55,0.42,0.62,0.44,0.25,0.68,0.87,0.37,Expert/Late,High,Digital & Technology,Digital_Creative
AI Engineer,99810,10,High School,0.43,0.9,0.06,Low,0.7,0.81,0.66,0.15,0.1,0.57,0.4,0.43,0.97,0.72,Senior,Middle,Digital & Technology,Digital_Creative
UX Researcher,90360,6,Master's,0.02,0.53,0.57,Medium,0.84,0.71,0.41,0.03,0.97,0.99,0.55,0.07,0.54,0.89,Mid-Level,Middle,Digital & Creative Industries,Digital_Creative
AI Engineer,130290,4,High School,0.72,0.58,0.08,Low,0.13,0.9,0.53,0.79,0.12,0.93,0.82,0.22,0.87,0.26,Early Career,High,Digital & Technology,Digital_Creative
Customer Support,105656,22,Bachelor's,0.84,0.67,0.72,High,0.4,0.58,0.85,0.97,0.44,0.06,0.75,0.57,0.45,0.31,Expert/Late,High,Customer Service,Manual_Trade_Service
Doctor,107982,0,Master's,0.34,1.26,0.19,Low,0.88,0.54,0.24,0.85,0.56,0.21,0.62,0.36,0.84,0.45,Entry/Junior,High,Health & Social Care,Public_Sector
Marketing Manager,33970,13,PhD,0.1,0.9,0.69,Medium,0.81,0.16,0.28,0.33,0.65,0.76,0.75,0.51,0.81,0.44,Senior,Middle,Marketing & Professional Services,Private_Professional
Truck Driver,71753,26,PhD,0.56,1.45,0.9,High,0.58,0.65,0.93,0.43,0.33,0.98,0.86,0.32,0.46,0.42,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Graphic Designer,104354,6,Master's,0.96,0.9,0.65,Medium,0.19,0.55,0.02,0.76,0.58,0.63,0.05,0.21,0.07,0.29,Mid-Level,High,Creative Industries,Digital_Creative
Construction Worker,35280,20,Bachelor's,0.44,0.75,0.89,High,0.63,0.77,0.32,0.74,0.86,0.35,0.34,0.9,0.05,0.35,Expert/Late,Middle,Construction,Manual_Trade_Service
Research Scientist,116545,27,Bachelor's,0.03,0.61,0.16,Low,0.69,0.29,0.85,0.44,0.97,0.95,0.77,0.93,0.71,0.9,Expert/Late,High,Research & Development,Digital_Creative
AI Engineer,131041,12,Bachelor's,0.35,1.25,0.16,Low,0.84,0.88,0.3,0.82,0.15,0.33,0.52,0.23,0.58,0.58,Senior,High,Digital & Technology,Digital_Creative
Software Engineer,134087,23,Bachelor's,0.8,1.13,0.43,Medium,0.23,0.88,0.84,0.23,0.04,0.8,0.62,0.1,0.59,0.45,Expert/Late,High,Digital & Technology,Digital_Creative
AI Engineer,90985,20,PhD,0.21,0.95,0.09,Low,0.96,0.78,0.74,0.69,0.42,0.92,0.07,0.8,0.22,0.32,Expert/Late,Middle,Digital & Technology,Digital_Creative
Truck Driver,118257,6,Bachelor's,0.78,1.34,0.85,High,0.4,0.95,0.25,0.8,0.61,0.38,0.0,0.45,0.28,0.1,Mid-Level,High,Transport & Logistics,Manual_Trade_Service
Teacher,134294,23,Bachelor's,0.35,1.11,0.26,Low,0.18,0.42,0.39,0.51,0.81,0.55,0.85,0.52,0.6,0.44,Expert/Late,High,Education,Public_Sector
Lawyer,55666,18,Bachelor's,0.92,1.14,0.63,Medium,0.06,0.91,0.19,0.26,0.05,0.97,0.85,0.91,0.85,0.48,Senior,Middle,Legal Services,Private_Professional
Security Guard,71516,25,High School,0.97,1.0,0.74,High,0.66,0.98,0.87,0.86,0.93,0.89,0.78,0.72,0.26,0.62,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Nurse,48226,18,Bachelor's,0.86,0.99,0.08,Low,0.0,0.68,0.55,0.33,0.17,0.47,0.1,0.34,0.38,0.47,Senior,Middle,Health & Social Care,Public_Sector
AI Engineer,60011,16,Master's,0.26,1.35,0.14,Low,0.23,0.18,0.32,0.07,0.03,0.61,0.62,0.53,0.76,0.04,Senior,Middle,Digital & Technology,Digital_Creative
Chef,136979,15,Master's,0.86,1.43,0.34,Medium,0.11,0.03,0.1,0.21,0.97,0.67,0.78,0.78,0.54,0.8,Senior,High,Hospitality & Catering,Manual_Trade_Service
Construction Worker,85215,21,Bachelor's,0.31,1.06,0.83,High,0.82,0.98,0.41,0.76,0.1,0.78,0.37,0.04,0.36,0.61,Expert/Late,Middle,Construction,Manual_Trade_Service
Software Engineer,107255,21,Bachelor's,0.92,0.58,0.67,Medium,0.71,0.33,0.39,0.74,0.6,0.67,0.39,0.49,0.99,0.21,Expert/Late,High,Digital & Technology,Digital_Creative
Retail Worker,70821,27,High School,0.29,1.27,0.89,High,0.29,0.08,0.01,0.43,0.41,0.99,0.47,0.26,0.89,0.49,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Customer Support,133185,18,Master's,0.1,0.88,0.94,High,0.59,0.34,0.63,0.91,0.27,0.51,0.96,0.17,0.72,0.61,Senior,High,Customer Service,Manual_Trade_Service
Construction Worker,107929,6,Master's,0.35,0.81,0.87,High,0.22,0.42,0.19,0.01,0.97,0.43,0.97,0.14,0.59,0.2,Mid-Level,High,Construction,Manual_Trade_Service
Security Guard,49523,29,Master's,0.58,1.2,0.86,High,0.05,0.1,0.13,0.09,0.18,0.69,0.83,0.41,0.69,0.2,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Construction Worker,88188,24,High School,0.35,1.35,0.94,High,0.86,0.07,0.65,0.12,0.01,0.05,0.92,0.91,0.23,0.55,Expert/Late,Middle,Construction,Manual_Trade_Service
Doctor,77969,6,Bachelor's,0.5,0.89,0.17,Low,0.79,0.48,0.78,0.43,0.25,0.33,0.08,0.5,0.15,0.81,Mid-Level,Middle,Health & Social Care,Public_Sector
Lawyer,149528,12,Master's,0.77,1.45,0.64,Medium,0.95,0.57,0.17,0.94,0.87,0.86,0.69,0.62,0.01,0.75,Senior,High,Legal Services,Private_Professional
Lawyer,85416,27,High School,0.26,1.05,0.48,Medium,0.02,0.82,0.88,0.68,0.54,0.96,0.12,0.74,0.13,0.38,Expert/Late,Middle,Legal Services,Private_Professional
AI Engineer,50491,14,High School,0.74,0.5,0.12,Low,0.54,0.53,0.64,0.3,0.54,0.19,0.19,0.58,0.69,0.12,Senior,Middle,Digital & Technology,Digital_Creative
HR Specialist,105955,11,Bachelor's,0.57,0.77,0.46,Medium,0.4,0.18,0.0,0.85,0.72,0.69,0.55,0.7,0.94,0.67,Senior,High,Business & Professional Services,Private_Professional
HR Specialist,97519,26,High School,0.57,0.94,0.52,Medium,0.52,0.86,0.65,0.19,0.06,0.42,0.02,0.32,0.37,0.38,Expert/Late,Middle,Business & Professional Services,Private_Professional
Data Scientist,74775,17,PhD,0.3,0.77,0.35,Medium,0.51,0.15,0.62,0.16,0.58,0.83,0.04,0.42,0.46,0.79,Senior,Middle,Digital & Technology,Digital_Creative
Doctor,116437,21,PhD,0.57,1.29,0.19,Low,0.36,0.09,0.73,0.87,0.97,0.93,0.8,0.64,0.78,0.43,Expert/Late,High,Health & Social Care,Public_Sector
AI Engineer,112201,21,Bachelor's,0.35,0.83,0.24,Low,0.45,0.21,0.2,0.86,0.68,0.55,0.4,0.43,0.06,0.45,Expert/Late,High,Digital & Technology,Digital_Creative
Nurse,91134,17,Bachelor's,0.39,0.88,0.05,Low,0.46,0.03,0.57,0.51,0.84,0.58,0.32,0.52,0.7,0.09,Senior,Middle,Health & Social Care,Public_Sector
Data Scientist,76647,22,PhD,0.92,0.8,0.55,Medium,0.82,0.51,0.72,0.31,0.31,0.67,0.71,0.94,0.22,0.47,Expert/Late,Middle,Digital & Technology,Digital_Creative
AI Engineer,138197,12,Bachelor's,0.08,0.9,0.14,Low,0.27,0.3,0.36,0.99,0.78,0.07,0.87,0.63,0.89,0.34,Senior,High,Digital & Technology,Digital_Creative
Lawyer,76413,18,Bachelor's,0.9,0.77,0.67,Medium,0.83,0.98,0.32,0.24,0.33,0.95,0.33,0.57,0.4,0.4,Senior,Middle,Legal Services,Private_Professional
AI Engineer,112604,20,Bachelor's,0.54,1.35,0.06,Low,0.89,0.67,0.62,0.63,0.3,0.42,0.8,0.31,0.47,0.02,Expert/Late,High,Digital & Technology,Digital_Creative
AI Engineer,61478,7,Bachelor's,0.42,1.03,0.08,Low,0.99,0.3,0.63,0.58,0.79,0.29,0.76,0.38,0.41,0.67,Mid-Level,Middle,Digital & Technology,Digital_Creative
Security Guard,92402,27,High School,0.67,1.4,0.77,High,0.9,0.13,0.66,0.55,0.49,0.31,0.5,0.16,0.37,0.1,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
HR Specialist,65319,18,High School,0.1,0.66,0.33,Medium,0.38,0.84,0.91,0.07,0.63,0.68,0.53,0.67,0.23,0.49,Senior,Middle,Business & Professional Services,Private_Professional
Retail Worker,58830,28,PhD,0.09,1.13,0.82,High,0.28,0.47,0.78,0.8,0.65,0.47,0.58,0.39,0.13,0.39,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
AI Engineer,59328,16,Bachelor's,0.9,1.37,0.27,Low,0.27,0.03,0.26,0.28,0.91,0.65,0.08,0.14,0.16,0.63,Senior,Middle,Digital & Technology,Digital_Creative
Teacher,36123,21,High School,0.86,1.44,0.1,Low,0.31,0.24,0.36,0.91,0.58,0.74,0.49,0.03,0.06,0.54,Expert/Late,Middle,Education,Public_Sector
Graphic Designer,66587,4,High School,0.22,1.22,0.62,Medium,0.41,0.75,0.4,0.68,0.76,0.99,0.35,0.41,0.17,0.2,Early Career,Middle,Creative Industries,Digital_Creative
Data Scientist,51951,7,Bachelor's,0.58,0.57,0.32,Medium,0.06,0.94,0.85,0.84,0.92,0.51,0.25,0.4,0.72,0.88,Mid-Level,Middle,Digital & Technology,Digital_Creative
Retail Worker,37804,10,Bachelor's,0.45,0.85,0.91,High,0.76,0.32,0.1,0.07,0.09,0.58,0.05,0.34,0.75,0.29,Senior,Middle,Retail & Consumer Services,Manual_Trade_Service
Security Guard,40349,7,High School,0.75,0.75,0.88,High,0.75,0.4,0.21,0.52,0.92,0.64,0.17,0.68,0.43,0.59,Mid-Level,Middle,Security & Protective Services,Manual_Trade_Service
Data Scientist,136203,9,PhD,0.51,1.31,0.59,Medium,0.62,0.15,0.84,0.94,0.14,0.49,0.26,0.75,0.72,0.14,Mid-Level,High,Digital & Technology,Digital_Creative
Mechanic,86317,10,Bachelor's,0.18,1.3,0.48,Medium,0.33,0.16,0.17,0.66,0.55,0.12,0.11,0.07,0.74,0.71,Senior,Middle,Transport & Automotive Services,Manual_Trade_Service
Nurse,117385,11,High School,0.56,0.58,0.28,Low,0.91,0.7,0.93,0.81,0.83,0.57,0.31,0.22,0.33,0.63,Senior,High,Health & Social Care,Public_Sector
Lawyer,109841,8,PhD,0.26,0.97,0.39,Medium,0.59,0.92,0.75,0.67,0.58,0.49,0.19,0.89,0.25,0.09,Mid-Level,High,Legal Services,Private_Professional
Nurse,95197,6,High School,0.18,0.87,0.06,Low,0.14,0.17,0.05,0.66,0.84,0.37,0.87,0.21,0.33,0.15,Mid-Level,Middle,Health & Social Care,Public_Sector
HR Specialist,93410,4,Master's,0.42,1.11,0.6,Medium,0.55,0.63,0.94,0.3,0.36,0.72,0.61,0.18,0.38,0.47,Early Career,Middle,Business & Professional Services,Private_Professional
Chef,104225,17,High School,0.18,1.42,0.6,Medium,0.48,0.68,0.9,0.14,0.25,0.54,0.8,0.04,0.98,0.45,Senior,High,Hospitality & Catering,Manual_Trade_Service
AI Engineer,67499,1,Master's,0.29,0.67,0.25,Low,0.96,0.41,0.95,0.82,0.48,0.67,0.43,0.56,0.06,0.7,Entry/Junior,Middle,Digital & Technology,Digital_Creative
Mechanic,130537,23,Bachelor's,0.16,1.09,0.66,Medium,0.11,0.47,0.75,0.61,0.1,0.4,0.51,1.0,0.18,0.98,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Retail Worker,118627,16,High School,0.2,0.91,0.85,High,0.21,0.29,0.85,1.0,0.32,0.15,0.79,0.6,0.1,0.95,Senior,High,Retail & Consumer Services,Manual_Trade_Service
Software Engineer,99074,21,Master's,0.63,0.92,0.52,Medium,0.21,0.69,0.96,0.46,0.52,0.24,0.89,0.97,0.79,0.54,Expert/Late,Middle,Digital & Technology,Digital_Creative
HR Specialist,71716,0,Bachelor's,0.15,0.98,0.52,Medium,0.49,0.8,0.67,0.13,0.35,0.34,0.57,0.29,0.12,0.65,Entry/Junior,Middle,Business & Professional Services,Private_Professional
Teacher,132033,21,PhD,0.93,1.47,0.25,Low,0.14,0.85,0.4,0.73,0.53,0.83,0.43,0.06,0.56,0.17,Expert/Late,High,Education,Public_Sector
Doctor,40715,11,Master's,0.53,1.05,0.28,Low,0.62,0.3,0.3,0.5,0.87,0.79,0.96,0.07,0.27,0.08,Senior,Middle,Health & Social Care,Public_Sector
Research Scientist,77553,23,PhD,0.14,0.6,0.19,Low,0.41,0.72,0.49,0.43,0.43,0.87,0.4,0.33,0.34,0.2,Expert/Late,Middle,Research & Development,Digital_Creative
Financial Analyst,36861,14,Master's,0.15,1.41,0.41,Medium,0.9,0.79,0.58,0.67,0.33,0.57,0.29,0.4,0.76,0.24,Senior,Middle,Finance & Professional Services,Private_Professional
Software Engineer,70154,27,PhD,0.38,1.03,0.68,Medium,0.68,0.65,0.71,0.92,0.25,0.61,0.4,0.01,0.13,0.32,Expert/Late,Middle,Digital & Technology,Digital_Creative
Construction Worker,93576,13,High School,0.82,1.03,0.78,High,0.66,0.72,0.56,0.06,0.17,0.29,0.28,0.67,0.02,0.76,Senior,Middle,Construction,Manual_Trade_Service
Teacher,127294,11,PhD,0.31,1.03,0.1,Low,0.88,0.09,0.44,0.85,0.62,0.29,0.42,0.71,0.97,0.89,Senior,High,Education,Public_Sector
Lawyer,139875,5,Bachelor's,1.0,0.5,0.31,Medium,0.82,0.2,0.06,0.24,0.43,0.73,0.62,0.24,0.5,0.93,Mid-Level,High,Legal Services,Private_Professional
Security Guard,52925,15,High School,0.32,1.48,0.88,High,0.06,0.04,0.17,0.73,0.18,0.51,0.09,0.92,0.34,0.91,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Teacher,119779,1,Bachelor's,0.01,0.96,0.06,Low,0.91,0.52,0.07,0.11,0.38,0.94,0.69,0.87,0.37,0.04,Entry/Junior,High,Education,Public_Sector
Teacher,87702,15,PhD,0.02,1.45,0.14,Low,0.01,0.69,0.98,0.97,0.16,0.18,0.57,0.64,0.74,0.18,Senior,Middle,Education,Public_Sector
Data Scientist,127556,8,High School,0.64,1.35,0.52,Medium,0.41,0.98,0.58,0.87,0.95,0.68,0.55,0.0,0.04,0.2,Mid-Level,High,Digital & Technology,Digital_Creative
Research Scientist,46289,22,Master's,0.25,0.8,0.14,Low,0.42,0.1,0.04,0.67,0.54,0.44,0.63,0.83,0.43,0.64,Expert/Late,Middle,Research & Development,Digital_Creative
Retail Worker,115823,29,Master's,0.84,0.93,0.86,High,0.18,0.56,0.98,0.52,0.93,0.41,1.0,0.58,0.04,0.59,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Construction Worker,55966,27,PhD,0.03,1.32,0.77,High,0.8,0.29,0.19,0.97,0.36,0.6,0.61,0.56,0.91,0.67,Expert/Late,Middle,Construction,Manual_Trade_Service
HR Specialist,98560,23,Bachelor's,0.86,0.68,0.52,Medium,0.95,0.63,0.82,0.65,0.84,0.94,0.27,0.17,0.48,0.7,Expert/Late,Middle,Business & Professional Services,Private_Professional
Construction Worker,109023,28,Bachelor's,0.0,0.84,0.94,High,0.69,0.4,0.19,0.36,0.17,0.11,0.91,1.0,0.16,0.05,Expert/Late,High,Construction,Manual_Trade_Service
Mechanic,112455,28,PhD,0.46,0.7,0.42,Medium,0.2,0.77,0.71,0.63,0.39,0.91,0.97,0.17,0.22,0.53,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Security Guard,42930,13,Bachelor's,0.44,1.08,0.83,High,0.33,0.54,0.96,0.21,0.65,0.04,0.07,0.55,0.1,0.02,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Lawyer,48065,14,PhD,0.56,1.2,0.38,Medium,0.67,0.18,0.61,0.41,0.65,1.0,0.94,0.0,0.89,0.07,Senior,Middle,Legal Services,Private_Professional
Mechanic,86422,12,Bachelor's,0.28,0.88,0.34,Medium,0.11,0.73,0.94,0.61,0.72,0.76,0.26,0.05,0.0,0.35,Senior,Middle,Transport & Automotive Services,Manual_Trade_Service
Teacher,69305,21,PhD,0.06,0.68,0.08,Low,0.91,0.14,0.54,0.59,0.54,0.1,0.32,0.05,0.4,0.19,Expert/Late,Middle,Education,Public_Sector
Customer Support,105355,9,High School,0.69,1.03,0.81,High,0.39,0.84,0.22,0.73,0.76,0.42,0.3,0.47,0.09,0.05,Mid-Level,High,Customer Service,Manual_Trade_Service
Security Guard,31776,7,Bachelor's,0.19,1.0,0.91,High,0.24,0.94,0.95,0.96,0.84,0.36,0.07,0.57,0.56,0.85,Mid-Level,Middle,Security & Protective Services,Manual_Trade_Service
Chef,113187,14,Bachelor's,0.51,0.85,0.37,Medium,0.0,0.51,0.56,0.82,0.5,0.92,0.63,0.84,0.15,0.86,Senior,High,Hospitality & Catering,Manual_Trade_Service
Security Guard,44937,26,Bachelor's,0.17,0.69,0.93,High,0.03,0.46,0.31,0.67,0.84,0.36,0.43,0.98,0.78,0.9,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
Retail Worker,77259,23,Master's,0.23,0.91,0.88,High,0.11,0.27,0.05,0.43,0.83,0.02,0.68,0.93,0.24,0.69,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Software Engineer,48225,11,High School,0.96,0.73,0.34,Medium,0.15,0.7,0.73,0.67,0.34,0.17,0.58,0.48,0.73,0.44,Senior,Middle,Digital & Technology,Digital_Creative
Nurse,101519,10,High School,0.29,0.71,0.12,Low,0.09,0.35,0.04,0.19,0.75,0.33,0.67,0.72,0.58,0.96,Senior,High,Health & Social Care,Public_Sector
Graphic Designer,100994,10,Master's,0.74,1.46,0.64,Medium,0.17,0.33,0.17,0.6,0.71,0.32,0.54,0.69,0.42,0.85,Senior,High,Creative Industries,Digital_Creative
Customer Support,49450,20,PhD,0.06,1.12,0.76,High,0.56,0.96,0.88,0.4,0.29,0.23,0.53,0.11,0.55,0.0,Expert/Late,Middle,Customer Service,Manual_Trade_Service
Graphic Designer,148585,8,Bachelor's,0.22,1.47,0.59,Medium,0.35,0.09,0.52,0.21,0.54,0.84,0.62,0.63,0.54,0.93,Mid-Level,High,Creative Industries,Digital_Creative
Customer Support,106970,29,PhD,0.51,0.81,0.81,High,0.19,0.64,0.5,0.1,0.2,0.48,0.89,0.57,0.68,0.34,Expert/Late,High,Customer Service,Manual_Trade_Service
Customer Support,31112,25,High School,0.45,1.16,0.71,High,0.49,0.3,0.33,0.96,0.18,0.31,0.51,0.86,0.42,0.74,Expert/Late,Middle,Customer Service,Manual_Trade_Service
